Job Id,Job Role,Industry,Company Name,Location,Salary (INR),Experience Required (years),Qualification,Employment Type,Skills,Posted Date,Source,Work Mode,Job Rating,Total Job Openings,Applications Received,Candidates Hired,Male Candidates,Female Candidates,Other Gender Candidates,Skill Demand Score,Skill Supply Score,Skill Gap,In-demand Skills,Gender Pay Gap (%),Employee Satisfaction Score (%),Reasons for Job Switch,Average Employee Retention (Years),Turnover Rate (%),Employee Benefits,Bonuses & Benefits Included?,Employment Rate (%),Unemployment Rate (%),Total Employees in Company,Mandatory Hours per Week,Burnout Risk,Number of Certifications,Years in Industry
PFI-MEC-8767,Mechanical Engineer,IT,Pfizer,"Mumbai, India",2814867,1,M.Tech,Internship,"Machine Learning, Power BI",11-02-2019,Indeed,Remote,4.8,7,412,5,3,2,0,81,59,22,"Python, HR Policies",6,91,Culture,2.4,17,"Bonuses, Perks",Yes,80,20,202745,41,Medium,2,3
DEL-DAT-3151,Data Analyst,Manufacturing,Deloitte,"Dubai, UAE",1462536,3,Diploma,Internship,"Photoshop, Machine Learning",03-10-2014,Glassdoor,Remote,3.5,2,258,1,0,1,0,63,87,-24,"SEO, Python",8,72,Salary,3.4,13,"Bonuses, Perks",No,87,13,161367,39,High,4,1
SAM-SOF-2236,Software Engineer,Design,Samsung,"New York, USA",1449780,4,PhD,Contract,"React, Java",16-06-2020,Indeed,Onsite,3.2,6,425,6,2,4,0,84,81,3,"Power BI, Photoshop",13,84,Work-life balance,5,15,"WFH, Insurance",No,78,22,237941,43,High,1,6
TCS-FIN-8323,Finance Consultant,HR,TCS,"New York, USA",1341902,4,BBA,Part-time,"AWS, SQL",10-11-2022,Glassdoor,Onsite,3.3,5,475,4,2,2,0,75,72,3,"HR Policies, SEO",11,93,Work-life balance,5.3,12,"Bonuses, Perks",No,82,18,60924,43,Low,4,6
ADO-DAT-7513,Data Analyst,HR,Adobe,"New York, USA",2099347,13,BBA,Full-Time,"React, Java",16-02-2018,Shine,Hybrid,4.3,9,426,4,0,4,0,79,72,7,"SQL, Machine Learning",12,75,Job Security,4.7,19,"Bonuses, Perks",Yes,78,22,156676,37,High,4,15
DEL-HR -6654,HR Manager,Manufacturing,Deloitte,"Berlin, Germany",1661504,11,M.Sc,Full-Time,"Python, Machine Learning",27-01-2023,Indeed,Hybrid,4.6,2,247,2,0,2,0,95,85,10,"Machine Learning, Power BI",5,92,Job Security,3,20,"Bonuses, Perks",No,82,18,213982,39,High,1,8
MIC-HR -9060,HR Manager,Manufacturing,Microsoft,"Dubai, UAE",1631244,5,B.Com,Contract,"Power BI, AWS",08-03-2023,Upwork,Hybrid,3.3,10,320,7,4,3,0,83,70,13,"Python, Power BI",10,91,Growth,2.8,17,"Bonuses, Perks",Yes,78,22,136795,45,High,2,7
TCS-MEC-5799,Mechanical Engineer,Design,TCS,"London, UK",561438,12,M.Tech,Internship,"Photoshop, Python",08-04-2024,Shine,Hybrid,3.6,5,327,5,5,0,0,73,84,-11,"Photoshop, Machine Learning",5,92,Salary,3.1,15,"WFH, Insurance",No,78,22,156121,44,High,3,7
GOO-SOF-9193,Software Engineer,Manufacturing,Google,"Paris, France",1716806,0,BBA,Contract,"Python, AWS",02-06-2022,Glassdoor,Remote,3.1,5,155,1,0,1,0,81,61,20,"Java, Machine Learning",12,86,Work-life balance,5.7,14,"Bonuses, Perks",Yes,90,10,63991,44,Low,1,2
TCS-FIN-8662,Finance Consultant,Healthcare,TCS,"Toronto, Canada",2013309,1,B.Com,Full-Time,"Python, HR Policies",17-02-2015,LinkedIn,Hybrid,4.1,9,153,1,0,1,0,72,89,-17,"SQL, Java",10,94,Growth,2.8,19,"Bonuses, Perks",No,76,24,132746,41,Low,5,3
MIC-MEC-5663,Mechanical Engineer,Design,Microsoft,"London, UK",1868763,8,PhD,Part-time,"Java, SEO",13-04-2016,Shine,Hybrid,4.6,7,362,2,0,2,0,71,57,14,"SEO, Python",9,78,Growth,2.3,12,"WFH, Insurance",Yes,89,11,,35,Medium,2,8
AMA-BIO-3000,Biotech Researcher,Design,Amazon,"Sydney, Australia",2169850,12,M.Sc,Full-Time,"SQL, Machine Learning",15-08-2023,LinkedIn,Onsite,3,7,219,3,0,3,0,95,78,17,"SQL, Machine Learning",13,70,Culture,5.9,15,"Bonuses, Perks",Yes,82,18,110270,37,High,2,4
DEL-BIO-4200,Biotech Researcher,Retail,Deloitte,"Paris, France",2527232,15,M.Sc,Internship,"Photoshop, AWS",05-08-2018,Upwork,Onsite,4.4,10,361,5,3,2,0,86,61,25,"SEO, React",9,86,Salary,2.5,12,"WFH, Insurance",Yes,86,14,214512,45,Low,2,3
MIC-DAT-5178,Data Scientist,HR,Microsoft,"New York, USA",2120008,13,BBA,Internship,"Machine Learning, React",04-02-2024,Upwork,Hybrid,4.7,4,313,1,1,0,0,60,69,-9,"React, SEO",8,78,Salary,3.1,14,"Bonuses, Perks",No,90,10,155999,39,Low,3,10
TES-GRA-5165,Graphic Designer,Education,Tesla,"Sydney, Australia",2135015,6,Diploma,Part-time,"SQL, AWS",27-05-2017,Indeed,Onsite,4.1,7,313,2,1,1,0,78,61,17,"Java, Machine Learning",13,74,Salary,4.9,12,"WFH, Insurance",Yes,79,21,120574,45,Low,4,5
ADO-DAT-3619,Data Analyst,Retail,Adobe,"Toronto, Canada",2598383,4,M.Com,Contract,"HR Policies, Machine Learning",18-02-2023,LinkedIn,Remote,4.4,6,456,1,1,0,0,81,70,11,"AWS, Java",12,95,Job Security,3.5,18,"Bonuses, Perks",No,78,22,172847,40,Low,1,2
PFI-DAT-9775,Data Analyst,Healthcare,Pfizer,"Dubai, UAE",2057595,6,Diploma,Full-Time,"Machine Learning, AWS",05-03-2018,Shine,Hybrid,4.1,9,315,8,8,0,0,74,72,2,"SQL, AWS",10,89,Job Security,3.5,13,"WFH, Insurance",Yes,89,11,163197,45,Low,4,8
SAM-MEC-7737,Mechanical Engineer,Marketing,Samsung,"London, UK",2442260,15,Diploma,Internship,"Machine Learning, HR Policies",02-03-2020,Glassdoor,Remote,4.7,7,71,1,0,1,0,76,80,-4,"HR Policies, React",14,80,Growth,3.2,16,"WFH, Insurance",No,87,13,227859,43,Medium,5,17
TCS-HR -6183,HR Manager,Education,TCS,"Berlin, Germany",1742071,8,M.Com,Internship,"Java, React",21-04-2020,Indeed,Remote,3.3,3,94,1,0,1,0,69,87,-18,"AWS, SQL",9,85,Work-life balance,2.9,20,"WFH, Insurance",No,81,19,211781,42,High,2,2
ADO-DAT-7883,Data Scientist,Manufacturing,Adobe,"Paris, France",927603,0,MBA,Contract,"Power BI, AWS",23-05-2017,Upwork,Hybrid,4.9,5,121,4,3,1,0,81,70,11,"Machine Learning, Java",9,76,Culture,2.5,11,"WFH, Insurance",No,80,20,161542,36,Low,1,2
SAM-CYB-6910,Cybersecurity Analyst,Biotechnology,Samsung,"Paris, France",2105615,6,PhD,Internship,"Java, AWS",08-04-2016,Naukri,Remote,4.8,8,134,8,0,8,0,63,67,-4,"Java, React",13,90,Growth,4.7,19,"WFH, Insurance",No,77,23,179271,42,Low,1,7
TCS-MEC-3466,Mechanical Engineer,Marketing,TCS,"Bangalore, India",1583437,1,M.Com,Part-time,"Power BI, React",14-05-2021,Indeed,Hybrid,4.3,4,266,4,1,3,0,61,68,-7,"AWS, SQL",11,78,Culture,4.9,18,"WFH, Insurance",No,84,16,163209,36,High,5,3
NIK-DAT-5062,Data Scientist,IT,Nike,"Toronto, Canada",1355079,11,B.Sc,Part-time,"React, SEO",05-10-2022,Upwork,Hybrid,3,8,186,2,1,1,0,79,75,4,"Java, React",10,82,Growth,3.2,17,"WFH, Insurance",No,90,10,208548,41,High,4,4
ADO-MAR-2689,Marketing Manager,HR,Adobe,"Bangalore, India",580571,8,MBA,Internship,"SEO, AWS",07-04-2014,Glassdoor,Remote,4.2,9,307,6,3,3,0,73,67,6,"Power BI, HR Policies",10,85,Growth,5,16,"WFH, Insurance",No,83,17,116488,36,High,3,10
TES-HR -2854,HR Manager,HR,Tesla,"Sydney, Australia",735890,3,M.Com,Full-Time,"React, Python",15-04-2014,LinkedIn,Hybrid,4.6,3,374,3,0,3,0,62,71,-9,"AWS, SQL",7,93,Culture,4.9,13,"WFH, Insurance",Yes,89,11,135056,36,Medium,2,5
MIC-BIO-9765,Biotech Researcher,Retail,Microsoft,"Singapore, Singapore",2231030,14,B.Tech,Part-time,"HR Policies, SEO",14-11-2018,Indeed,Onsite,4.9,9,93,9,3,6,0,75,84,-9,"HR Policies, AWS",11,95,Growth,5.3,18,"Bonuses, Perks",No,84,16,206675,42,Medium,1,3
SAM-FIN-1189,Finance Consultant,Manufacturing,Samsung,"London, UK",2272621,15,M.Com,Part-time,"React, AWS",28-02-2022,Naukri,Onsite,4.6,10,381,3,3,0,0,84,64,20,"HR Policies, SQL",5,73,Salary,3.8,18,"Bonuses, Perks",Yes,79,21,195125,42,High,5,8
TCS-MEC-7345,Mechanical Engineer,Education,TCS,"Bangalore, India",2401787,2,B.Com,Contract,"Java, SQL",25-01-2017,Naukri,Remote,4.1,5,242,1,1,0,0,61,59,2,"HR Policies, React",9,87,Growth,2.3,10,"WFH, Insurance",No,89,11,84683,35,Medium,1,4
ADO-FIN-9641,Finance Consultant,Finance,Adobe,"Dubai, UAE",2081404,2,BBA,Internship,"SEO, SQL",10-06-2016,Upwork,Hybrid,3.9,4,403,1,0,1,0,76,78,-2,"Power BI, React",11,78,Growth,4.4,12,"WFH, Insurance",No,87,13,217437,38,Medium,2,4
TES-SOF-2815,Software Engineer,Manufacturing,Tesla,"Berlin, Germany",1187612,0,Diploma,Full-Time,"SQL, AWS",25-09-2022,Glassdoor,Hybrid,4.6,8,249,1,1,0,0,84,74,10,"Python, React",11,83,Culture,5.8,18,"WFH, Insurance",Yes,76,24,87832,40,Medium,3,2
GOO-DAT-8042,Data Scientist,HR,Google,"Mumbai, India",1246596,4,B.Tech,Internship,"SEO, Java",07-08-2021,Naukri,Hybrid,3.1,3,362,3,1,2,0,69,84,-15,"SEO, React",11,81,Growth,2.7,10,"WFH, Insurance",No,82,18,205645,41,High,3,6
ADO-HR -4815,HR Manager,IT,Adobe,"Berlin, Germany",2211409,11,M.Sc,Full-Time,"Power BI, Python",24-11-2024,Indeed,Remote,5,2,225,1,1,0,0,62,77,-15,"HR Policies, Python",13,88,Work-life balance,4.7,12,"WFH, Insurance",No,82,18,96615,36,Medium,5,9
ADO-MAR-6987,Marketing Manager,Healthcare,Adobe,"Sydney, Australia",2383719,10,MBA,Internship,"Java, React",18-08-2020,Upwork,Remote,4.9,1,189,1,0,1,0,73,88,-15,"AWS, React",13,77,Job Security,4,16,"Bonuses, Perks",Yes,83,17,125953,39,Low,3,4
PFI-MEC-4332,Mechanical Engineer,HR,Pfizer,"Bangalore, India",1943636,12,MBA,Internship,"SQL, Photoshop",14-02-2015,Upwork,Onsite,4.2,3,195,2,1,1,0,69,74,-5,"SQL, SEO",9,87,Work-life balance,4.7,13,"Bonuses, Perks",Yes,76,24,130645,45,High,1,3
ADO-CYB-2886,Cybersecurity Analyst,Manufacturing,Adobe,"London, UK",2818350,5,BBA,Part-time,"SQL, Python",18-04-2017,Shine,Remote,4.5,2,369,2,0,2,0,75,84,-9,"SEO, React",5,73,Growth,4,12,"Bonuses, Perks",Yes,78,22,109916,39,High,2,7
GOO-MEC-3575,Mechanical Engineer,Education,Google,"Sydney, Australia",1950150,7,PhD,Contract,"Python, AWS",22-12-2021,Glassdoor,Hybrid,4.2,3,97,2,2,0,0,75,77,-2,"HR Policies, Python",11,84,Job Security,4.3,18,"Bonuses, Perks",No,86,14,168893,38,High,4,7
DEL-BIO-2692,Biotech Researcher,Retail,Deloitte,"Paris, France",2280484,13,Diploma,Internship,"SEO, Java",03-02-2023,LinkedIn,Remote,4,4,287,4,2,2,0,69,73,-4,"React, HR Policies",6,94,Salary,2.8,13,"WFH, Insurance",Yes,79,21,62453,38,High,5,12
NIK-SOF-2366,Software Engineer,Manufacturing,Nike,"Toronto, Canada",2243737,2,M.Tech,Internship,"SEO, Machine Learning",07-06-2024,Shine,Hybrid,4.7,8,439,2,0,2,0,84,67,17,"Python, SEO",7,95,Culture,5,17,"Bonuses, Perks",No,76,24,169658,43,High,2,3
TCS-SOF-7950,Software Engineer,Education,TCS,"New York, USA",830126,6,B.Sc,Full-Time,"Java, Power BI",04-05-2017,Indeed,Remote,4.7,8,245,3,0,3,0,75,76,-1,"Photoshop, SQL",10,92,Job Security,2.8,20,"Bonuses, Perks",No,81,19,227802,35,Medium,1,2
NIK-MAR-7913,Marketing Manager,Biotechnology,Nike,"Paris, France",1846744,9,M.Tech,Full-Time,"SQL, HR Policies",24-06-2015,Indeed,Onsite,3.2,7,171,6,5,1,0,91,79,12,"React, AWS",13,95,Salary,3.3,20,"WFH, Insurance",Yes,90,10,59553,44,Low,1,11
GOO-HR -7977,HR Manager,Manufacturing,Google,"Dubai, UAE",2806823,5,B.Tech,Part-time,"HR Policies, React",15-03-2020,Shine,Remote,4.9,3,449,1,0,1,0,83,71,12,"AWS, SEO",5,74,Job Security,2.2,20,"WFH, Insurance",No,86,14,109839,36,Medium,3,7
NIK-SOF-2144,Software Engineer,Manufacturing,Nike,"Berlin, Germany",1648185,2,Diploma,Contract,"SQL, React",21-02-2024,Glassdoor,Onsite,4.2,7,327,1,0,1,0,78,80,-2,"Photoshop, Python",5,77,Work-life balance,4.2,18,"WFH, Insurance",No,85,15,241984,42,Medium,3,4
ADO-FIN-7975,Finance Consultant,Retail,Adobe,"Mumbai, India",2511096,6,MBA,Internship,"Python, Power BI",07-02-2019,Naukri,Remote,4.5,8,253,3,3,0,0,78,79,-1,"React, Java",10,78,Salary,2.7,11,"Bonuses, Perks",Yes,77,23,246053,42,High,1,5
AMA-DAT-9161,Data Scientist,IT,Amazon,"Paris, France",2929210,10,M.Tech,Internship,"Photoshop, AWS",18-09-2020,Shine,Remote,3.7,9,287,3,2,1,0,63,87,-24,"Java, SQL",10,76,Culture,5.7,11,"Bonuses, Perks",Yes,87,13,153497,39,High,5,7
PFI-SOF-3122,Software Engineer,Biotechnology,Pfizer,"Bangalore, India",2428162,7,M.Sc,Contract,"Machine Learning, Power BI",05-03-2024,LinkedIn,Remote,4.7,6,402,2,1,1,0,69,73,-4,"SQL, React",6,95,Growth,4.6,14,"Bonuses, Perks",No,83,17,98296,44,High,2,8
GOO-DAT-1975,Data Scientist,Education,Google,"Bangalore, India",1347117,12,Diploma,Internship,"React, Python",16-07-2015,Naukri,Remote,3.3,4,232,3,1,2,0,72,89,-17,"SEO, Machine Learning",14,87,Culture,2.7,20,"Bonuses, Perks",Yes,80,20,229958,40,Low,3,8
AMA-CYB-2986,Cybersecurity Analyst,HR,Amazon,"New York, USA",1367210,6,Diploma,Internship,"Machine Learning, Power BI",26-12-2016,Upwork,Hybrid,3.2,6,484,5,2,3,0,88,57,31,"SEO, Photoshop",7,75,Work-life balance,4.5,18,"WFH, Insurance",Yes,80,20,91053,37,High,2,8
TCS-FIN-6864,Finance Consultant,Biotechnology,TCS,"Singapore, Singapore",1094360,2,Diploma,Part-time,"HR Policies, SEO",28-12-2020,LinkedIn,Hybrid,3.3,6,112,1,1,0,0,67,83,-16,"Photoshop, SQL",6,77,Work-life balance,5.6,10,"WFH, Insurance",Yes,82,18,174573,40,High,5,4
GOO-DAT-8013,Data Scientist,Biotechnology,Google,"Dubai, UAE",2097079,7,B.Sc,Internship,"SEO, AWS",22-03-2016,Upwork,Onsite,3.2,8,83,7,1,6,0,65,69,-4,"SQL, Java",8,81,Salary,2.4,14,"Bonuses, Perks",No,85,15,193791,36,Medium,4,9
GOO-MAR-8277,Marketing Manager,Design,Google,"Singapore, Singapore",867292,13,B.Tech,Part-time,"HR Policies, Machine Learning",22-01-2023,Shine,Hybrid,4.4,1,66,1,0,1,0,71,86,-15,"AWS, SEO",8,94,Salary,4.7,11,"WFH, Insurance",Yes,89,11,178097,44,Medium,3,15
GOO-MAR-8024,Marketing Manager,Finance,Google,"Berlin, Germany",2546215,2,B.Sc,Contract,"SQL, Python",14-06-2018,Indeed,Remote,4.1,9,339,5,1,4,0,61,55,6,"React, Machine Learning",12,94,Work-life balance,3.3,16,"WFH, Insurance",No,76,24,195034,37,Low,5,4
DEL-GRA-5850,Graphic Designer,Marketing,Deloitte,"New York, USA",741963,8,BBA,Internship,"AWS, Photoshop",13-09-2016,LinkedIn,Remote,4.2,8,375,2,0,2,0,93,74,19,"SQL, Machine Learning",10,77,Growth,3.4,10,"Bonuses, Perks",No,89,11,106080,37,Medium,3,10
MIC-MEC-8622,Mechanical Engineer,Marketing,Microsoft,"Mumbai, India",2269515,14,MBA,Internship,"Machine Learning, HR Policies",17-06-2017,Glassdoor,Onsite,4.1,1,52,1,0,1,0,74,79,-5,"Power BI, SEO",14,87,Work-life balance,4.8,20,"WFH, Insurance",Yes,82,18,149988,39,Medium,5,3
MIC-BIO-1623,Biotech Researcher,HR,Microsoft,"Paris, France",785342,12,Diploma,Internship,"AWS, SEO",02-02-2020,Glassdoor,Onsite,3,9,421,9,3,6,0,70,74,-4,"SEO, AWS",13,95,Growth,2.6,16,"WFH, Insurance",No,89,11,85754,43,Low,2,3
AMA-DAT-7928,Data Analyst,Biotechnology,Amazon,"Sydney, Australia",2231920,11,BBA,Internship,"HR Policies, SEO",01-03-2024,Upwork,Hybrid,4.9,7,287,2,0,2,0,61,84,-23,"Java, Photoshop",15,70,Job Security,4.9,15,"WFH, Insurance",No,90,10,199667,38,High,1,3
DEL-GRA-6993,Graphic Designer,HR,Deloitte,"Dubai, UAE",1839007,13,B.Tech,Internship,"React, HR Policies",10-08-2023,Shine,Remote,3.8,2,489,2,2,0,0,73,60,13,"SQL, Power BI",13,80,Job Security,3.4,10,"Bonuses, Perks",No,90,10,183228,42,Medium,1,11
DEL-FIN-7999,Finance Consultant,Healthcare,Deloitte,"Dubai, UAE",1539280,1,B.Com,Full-Time,"Machine Learning, HR Policies",24-03-2017,Indeed,Remote,4.1,3,383,2,0,2,0,79,86,-7,"Python, Java",6,85,Culture,5.3,16,"WFH, Insurance",Yes,81,19,199812,43,Low,3,3
DEL-SOF-7928,Software Engineer,HR,Deloitte,"Dubai, UAE",2361350,6,BBA,Full-Time,"Photoshop, React",03-05-2016,Shine,Hybrid,4.8,7,492,2,1,1,0,83,63,20,"SQL, Java",5,89,Job Security,4.3,16,"Bonuses, Perks",Yes,89,11,99727,35,High,5,6
TCS-FIN-2832,Finance Consultant,Biotechnology,TCS,"Toronto, Canada",1077900,1,M.Tech,Contract,"Machine Learning, Power BI",14-01-2016,Naukri,Remote,4.8,8,411,4,2,2,0,82,85,-3,"SEO, HR Policies",8,88,Culture,5.3,11,"Bonuses, Perks",No,88,12,209568,39,High,4,3
NIK-FIN-5266,Finance Consultant,Design,Nike,"London, UK",2582940,12,M.Tech,Part-time,"Machine Learning, Java",22-07-2021,Shine,Onsite,4.2,10,283,7,6,1,0,68,77,-9,"HR Policies, AWS",7,72,Culture,2.7,12,"WFH, Insurance",No,78,22,70242,36,High,5,11
GOO-DAT-9730,Data Scientist,Finance,Google,"London, UK",2726118,15,M.Com,Contract,"Java, Python",19-06-2020,Indeed,Remote,4.8,7,368,4,3,1,0,70,83,-13,"Power BI, HR Policies",6,81,Job Security,4.9,14,"WFH, Insurance",No,84,16,124198,40,Low,3,3
SAM-DAT-2867,Data Analyst,Retail,Samsung,"Mumbai, India",729555,15,M.Com,Contract,"HR Policies, Python",22-01-2015,Upwork,Onsite,3.5,8,433,4,2,2,0,94,82,12,"HR Policies, Power BI",15,93,Culture,3,16,"Bonuses, Perks",Yes,87,13,176564,39,Low,5,5
TCS-DAT-6804,Data Scientist,Education,TCS,"Berlin, Germany",970085,2,B.Com,Contract,"Power BI, React",04-01-2016,Indeed,Onsite,3.2,5,380,3,3,0,0,88,56,32,"React, SEO",7,95,Growth,4.1,12,"Bonuses, Perks",No,83,17,59708,38,Low,1,4
PFI-BIO-7424,Biotech Researcher,Retail,Pfizer,"Berlin, Germany",764894,14,Diploma,Part-time,"AWS, Python",11-03-2018,Naukri,Hybrid,3.2,6,233,2,2,0,0,68,62,6,"Machine Learning, AWS",10,72,Salary,5.8,17,"Bonuses, Perks",Yes,82,18,97477,39,High,5,12
ADO-DAT-4002,Data Analyst,Finance,Adobe,"Sydney, Australia",2148109,7,M.Tech,Internship,"HR Policies, Photoshop",12-02-2020,Upwork,Hybrid,3.3,4,283,2,2,0,0,82,86,-4,"AWS, Python",7,79,Work-life balance,4.9,19,"Bonuses, Perks",Yes,81,19,197115,37,Medium,2,9
SAM-MAR-9260,Marketing Manager,IT,Samsung,"Berlin, Germany",1583876,5,PhD,Full-Time,"Machine Learning, React",25-06-2019,Naukri,Hybrid,4.2,2,334,1,1,0,0,68,82,-14,"SEO, Machine Learning",7,72,Salary,3.8,10,"WFH, Insurance",No,75,25,222938,45,Low,1,7
ADO-SOF-4763,Software Engineer,HR,Adobe,"Berlin, Germany",1209431,3,M.Com,Part-time,"Machine Learning, AWS",25-05-2018,Glassdoor,Hybrid,4.2,8,326,3,1,2,0,85,58,27,"Photoshop, AWS",7,70,Growth,5.9,16,"Bonuses, Perks",No,88,12,71405,42,High,4,5
MIC-MEC-4603,Mechanical Engineer,Design,Microsoft,"Paris, France",1660697,2,B.Sc,Part-time,"Power BI, Machine Learning",05-01-2014,LinkedIn,Hybrid,4.1,10,178,6,4,2,0,92,79,13,"SQL, Machine Learning",9,88,Salary,4.2,11,"WFH, Insurance",Yes,82,18,143817,44,Low,5,4
SAM-HR -5846,HR Manager,Education,Samsung,"Bangalore, India",2390080,6,PhD,Full-Time,"AWS, SEO",01-09-2019,Naukri,Onsite,3.3,5,392,2,2,0,0,86,65,21,"Python, SQL",8,93,Culture,5.5,16,"Bonuses, Perks",Yes,76,24,87380,41,High,1,8
AMA-FIN-1019,Finance Consultant,Design,Amazon,"New York, USA",1386566,2,B.Sc,Contract,"Photoshop, React",05-06-2015,Shine,Hybrid,4.8,5,152,5,1,4,0,68,56,12,"Power BI, Machine Learning",7,72,Job Security,4.7,11,"Bonuses, Perks",Yes,80,20,249445,40,Low,4,4
NIK-MEC-2709,Mechanical Engineer,Biotechnology,Nike,"Berlin, Germany",1547115,4,B.Com,Contract,"Python, Photoshop",21-02-2020,Indeed,Remote,3.2,4,441,2,0,2,0,83,59,24,"HR Policies, React",6,77,Culture,4.3,19,"WFH, Insurance",Yes,77,23,205963,35,High,1,6
TCS-GRA-3666,Graphic Designer,Retail,TCS,"London, UK",2487074,7,Diploma,Part-time,"React, Photoshop",22-03-2016,Glassdoor,Onsite,3.9,10,290,1,1,0,0,64,79,-15,"Machine Learning, Java",6,71,Growth,3.9,18,"Bonuses, Perks",Yes,81,19,112687,44,High,3,9
TCS-DAT-6601,Data Analyst,HR,TCS,"Dubai, UAE",1032799,10,M.Tech,Part-time,"AWS, SQL",28-01-2018,LinkedIn,Remote,3.5,9,77,9,4,5,0,64,89,-25,"Photoshop, HR Policies",11,78,Job Security,5.3,12,"WFH, Insurance",Yes,87,13,100932,36,High,1,12
TCS-HR -9882,HR Manager,Education,TCS,"London, UK",1203714,11,BBA,Full-Time,"Photoshop, Power BI",22-09-2016,LinkedIn,Onsite,3.7,2,70,1,1,0,0,94,63,31,"AWS, Power BI",12,91,Work-life balance,2.7,19,"Bonuses, Perks",Yes,82,18,76132,43,Low,5,13
DEL-SOF-8385,Software Engineer,Biotechnology,Deloitte,"Paris, France",2762138,9,PhD,Full-Time,"AWS, Power BI",08-10-2016,Naukri,Remote,4.3,6,427,4,3,1,0,85,76,9,"Python, SQL",5,89,Salary,3,12,"WFH, Insurance",Yes,78,22,172542,42,High,2,7
TES-SOF-3144,Software Engineer,Manufacturing,Tesla,"Toronto, Canada",617272,12,PhD,Full-Time,"Java, Python",03-10-2023,LinkedIn,Remote,5,10,368,8,3,5,0,80,83,-3,"Python, Power BI",5,92,Culture,2.4,15,"Bonuses, Perks",No,77,23,198209,39,Medium,5,2
GOO-DAT-4641,Data Analyst,IT,Google,"Bangalore, India",2835221,2,MBA,Internship,"Machine Learning, AWS",17-10-2023,Indeed,Onsite,3.3,8,112,2,0,2,0,61,61,0,"SEO, Power BI",10,81,Culture,4.5,20,"Bonuses, Perks",No,89,11,134685,40,Medium,1,2
ADO-DAT-7325,Data Analyst,Retail,Adobe,"Dubai, UAE",972747,6,PhD,Contract,"Photoshop, Python",18-04-2019,Indeed,Remote,4.9,8,364,1,0,1,0,89,63,26,"AWS, Power BI",13,70,Job Security,5.8,14,"WFH, Insurance",No,76,24,62643,39,Medium,5,2
AMA-SOF-5930,Software Engineer,Finance,Amazon,"New York, USA",2042527,1,B.Sc,Full-Time,"Photoshop, Python",26-12-2015,Shine,Onsite,3.6,5,453,1,0,1,0,83,87,-4,"SEO, AWS",5,89,Culture,2,11,"Bonuses, Perks",Yes,90,10,160174,42,Medium,5,3
TES-MAR-3655,Marketing Manager,Education,Tesla,"Sydney, Australia",855458,14,B.Sc,Contract,"Machine Learning, Photoshop",20-03-2020,LinkedIn,Hybrid,3.2,8,286,8,6,2,0,85,85,0,"Power BI, SQL",6,82,Salary,5.8,14,"WFH, Insurance",Yes,81,19,217805,39,Medium,3,16
ADO-CYB-3268,Cybersecurity Analyst,Marketing,Adobe,"Bangalore, India",2332795,0,B.Sc,Full-Time,"Java, SQL",25-07-2020,Glassdoor,Onsite,4,3,254,2,1,1,0,72,77,-5,"Photoshop, Java",5,74,Culture,3.5,16,"WFH, Insurance",Yes,76,24,237509,40,High,4,2
AMA-CYB-7771,Cybersecurity Analyst,Retail,Amazon,"Toronto, Canada",1959301,10,BBA,Full-Time,"Power BI, Machine Learning",15-11-2022,Indeed,Hybrid,3.2,3,196,1,0,1,0,91,74,17,"React, Machine Learning",8,86,Job Security,3.6,13,"Bonuses, Perks",No,88,12,231372,39,High,5,4
NIK-BIO-6847,Biotech Researcher,HR,Nike,"Toronto, Canada",2738370,8,M.Com,Full-Time,"React, Python",20-11-2020,Naukri,Hybrid,4.8,10,282,7,4,3,0,76,77,-1,"SEO, SQL",9,76,Work-life balance,4,20,"WFH, Insurance",No,89,11,212597,35,High,4,1
SAM-BIO-6155,Biotech Researcher,HR,Samsung,"London, UK",2976956,1,Diploma,Part-time,"Java, SEO",11-01-2016,Indeed,Remote,3.1,9,463,9,0,9,0,64,72,-8,"SQL, AWS",6,82,Job Security,5.7,19,"Bonuses, Perks",Yes,78,22,106738,39,Low,4,3
GOO-DAT-9438,Data Analyst,Marketing,Google,"Bangalore, India",1653806,1,MBA,Internship,"Photoshop, Power BI",10-04-2015,Upwork,Onsite,4.2,8,254,3,1,2,0,62,88,-26,"Java, HR Policies",11,81,Growth,2.9,16,"WFH, Insurance",No,77,23,102119,37,High,3,1
MIC-CYB-7407,Cybersecurity Analyst,Finance,Microsoft,"Paris, France",2187428,14,B.Tech,Internship,"Python, Power BI",16-05-2017,LinkedIn,Hybrid,4.6,5,282,3,3,0,0,92,76,16,"SQL, Machine Learning",6,75,Salary,4.2,16,"WFH, Insurance",Yes,86,14,147405,45,Medium,2,6
GOO-UNK-9880,UnknownRole,Finance,Google,"Berlin, Germany",842817,10,B.Sc,Contract,"Machine Learning, SEO",25-01-2019,Glassdoor,Onsite,3.7,7,499,3,1,2,0,66,62,4,"React, AWS",11,70,Salary,2.9,12,"WFH, Insurance",No,79,21,50858,40,High,5,1
DEL-GRA-4683,Graphic Designer,Manufacturing,Deloitte,"Paris, France",2261234,0,M.Sc,Contract,"Photoshop, Machine Learning",08-02-2023,Upwork,Hybrid,3.4,1,313,1,1,0,0,81,76,5,"Photoshop, HR Policies",7,90,Salary,2.3,13,"WFH, Insurance",No,75,25,95783,40,Low,5,2
